instruction,model_output,parsed_title,title_in_dataset,satisfied_by_returned,dataset_has_any_matching,hallucinated,constraints,claims,mentioned_ingredients
List a low-sodium recipe under 156mg sodium.,"Homemade Ranch Dressing - 155.4mg sodium, 47.1 calories, 10 minutes prep time.",Homemade Ranch Dressing,True,False,True,False,"{'calories_max': 156.0, 'sodium_max': 156.0}","{'calories': 47.1, 'sodium': 155.4, 'duration': 10.0}",[]
List a low-sodium recipe under 137mg sodium.,"Peanut Butter Brownies - 111.2mg sodium, 72.0 calories, 15 minutes prep time.",Peanut Butter Brownies,True,False,True,False,"{'calories_max': 137.0, 'sodium_max': 137.0}","{'calories': 72.0, 'sodium': 111.2, 'duration': 15.0}",[]
List a low-sodium recipe under 201mg sodium.,"Baked Pears - 165.9mg sodium, 105.3 calories, 15 minutes prep time.",Baked Pears,True,False,True,False,"{'calories_max': 201.0, 'sodium_max': 201.0}","{'calories': 105.3, 'sodium': 165.9, 'duration': 15.0}",[]
Suggest a ingredients recipe under 369 calories.,"Chocolate Pudding - 369.1 calories, 3.8g protein, ready in 40 minutes.",Chocolate Pudding,True,True,True,False,{'calories_max': 369.0},"{'calories': 369.1, 'protein': 3.8, 'duration': 40.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Peanut Butter and Banana Smoothie - 172.4 calories, 4.8g protein, 4.0g fat, 23.5g carbs.",Peanut Butter and Banana Smoothie,True,True,True,False,{'balanced': True},"{'calories': 172.4, 'protein': 4.8, 'total_fat': 4.0, 'carbs': 23.5}",[]
Suggest a ingredients recipe under 74 calories.,"Cucumber Tomato Salad - 74.2 calories, 0.6g protein, ready in 15 minutes.",Cucumber Tomato Salad,True,False,True,False,{'calories_max': 74.0},"{'calories': 74.2, 'protein': 0.6, 'duration': 15.0}",[]
Recommend a quick recipe that takes less than 80 minutes.,"Melt-in-Your-Mouth Chocolate Chip Cookies - Takes 75 minutes, 110.2 calories, serves 24.",Melt,True,True,True,False,{'duration_max': 80.0},"{'calories': 110.2, 'duration': 75.0, 'serves': 24}",[]
Suggest a balanced meal with moderate calories and good protein.,"Easy Crock Pot Chicken - 274.2 calories, 31.6g protein, 3.9g fat, 0.1g carbs.",Easy Crock Pot Chicken,True,True,True,False,{'balanced': True},"{'calories': 274.2, 'protein': 31.6, 'total_fat': 3.9, 'carbs': 0.1}",[]
Recommend a high-fiber recipe with at least 2g fiber.,"Raspberry Cream Cheese Muffins - 3.7g dietary fiber, 228.8 calories, 35.6g total carbs.",Raspberry Cream Cheese Muffins,True,False,True,False,{'fiber_min': 2.0},"{'calories': 228.8, 'fiber': 3.7}",[]
Suggest a ingredients recipe under 181 calories.,"Raspberry Cheesecake - 181.2 calories, 1.8g protein, ready in 45 minutes.",Raspberry Cheesecake,True,False,True,False,{'calories_max': 181.0},"{'calories': 181.2, 'protein': 1.8, 'duration': 45.0}",[]
Recommend a quick recipe that takes less than 20 minutes.,"Creamy Chicken & Mushroom Casserole - Takes 15 minutes, 378.6 calories, serves 6.",Creamy Chicken & Mushroom Casserole,False,False,True,True,{'duration_max': 20.0},"{'calories': 378.6, 'duration': 15.0, 'serves': 6}",[]
Recommend a quick recipe that takes less than 130 minutes.,"Savory Crock Pot Chicken - Takes 125 minutes, 374.2 calories, serves 6.",Savory Crock Pot Chicken,False,False,True,True,{'duration_max': 130.0},"{'calories': 374.2, 'duration': 125.0, 'serves': 6}",[]
Find a high-protein recipe with at least 22g protein.,"Peanut Butter and Jelly Sandwiches - 24.9g protein, 390.8 calories, 9.2g fat, 66.0g carbs.",Peanut Butter and Jelly Sandwiches,True,False,True,False,{'protein_min': 22.0},"{'calories': 390.8, 'protein': 24.9, 'total_fat': 9.2, 'carbs': 66.0}",[]
List a low-sodium recipe under 725mg sodium.,"Chicken and Artichoke Casserole - 705.7mg sodium, 344.2 calories, 35 minutes prep time.",Chicken and Artichoke Casserole,True,False,True,False,"{'calories_max': 725.0, 'sodium_max': 725.0}","{'calories': 344.2, 'sodium': 705.7, 'duration': 35.0}",[]
Suggest a ingredients recipe under 180 calories.,"Sour Cream Apple Pie - 180.2 calories, 1.2g protein, ready in 60 minutes.",Sour Cream Apple Pie,True,False,True,False,{'calories_max': 180.0},"{'calories': 180.2, 'protein': 1.2, 'duration': 60.0}",[]
Suggest a ingredients recipe around 945 calories.,"Sesame Chicken - 945.3 calories, 42.4g protein, ready in 35 minutes.",Sesame Chicken,True,False,True,False,"{'calories_min': 895.0, 'calories_max': 995.0}","{'calories': 945.3, 'protein': 42.4, 'duration': 35.0}",[]
Recommend a quick recipe that takes less than 22 minutes.,"Creamy Macaroni and Cheese - Takes 15 minutes, 346.9 calories, serves 6.",Creamy Macaroni and Cheese,True,False,True,False,{'duration_max': 22.0},"{'calories': 346.9, 'duration': 15.0, 'serves': 6}",[]
List a low-sodium recipe under 168mg sodium.,"Baked Apples - 156.1mg sodium, 158.4 calories, 30 minutes prep time.",Baked Apples,True,False,True,False,"{'calories_max': 168.0, 'sodium_max': 168.0}","{'calories': 158.4, 'sodium': 156.1, 'duration': 30.0}",[]
List a low-sodium recipe under 3441mg sodium.,"Easy Baked Zucchini Chips - 3407.3mg sodium, 122.1 calories, 30 minutes prep time.",Easy Baked Zucchini Chips,False,False,True,True,"{'calories_max': 3441.0, 'sodium_max': 3441.0}","{'calories': 122.1, 'sodium': 3407.3, 'duration': 30.0}",[]
Find a high-protein recipe with at least 5g protein.,"Chicken Cordon Bleu - 7.6g protein, 310.3 calories, 18.2g fat, 6.2g carbs.",Chicken Cordon Bleu,True,True,True,False,{'protein_min': 5.0},"{'calories': 310.3, 'protein': 7.6, 'total_fat': 18.2, 'carbs': 6.2}",[]
Recommend a quick recipe that takes less than 145 minutes.,"Chicken Cacciatore - Takes 135 minutes, 374.7 calories, serves 4.",Chicken Cacciatore,True,True,True,False,{'duration_max': 145.0},"{'calories': 374.7, 'duration': 135.0, 'serves': 4}",[]
Recommend a high-fiber recipe with at least 2g fiber.,"Dried Fruit and Nut Mix - 4.1g dietary fiber, 219.0 calories, 7.3g total carbs.",Dried Fruit and Nut Mix,False,False,True,True,{'fiber_min': 2.0},"{'calories': 219.0, 'fiber': 4.1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Turkey and Cornbread Dressing - 231.6 calories, 9.6g protein, 7.8g fat, 27.4g carbs.",Turkey and Cornbread Dressing,False,False,True,True,{'balanced': True},"{'calories': 231.6, 'protein': 9.6, 'total_fat': 7.8, 'carbs': 27.4}",[]
Suggest a ingredients recipe under 317 calories.,"Spicy Peanut Sauce - 317.5 calories, 3.9g protein, ready in 10 minutes.",Spicy Peanut Sauce,True,True,True,False,{'calories_max': 317.0},"{'calories': 317.5, 'protein': 3.9, 'duration': 10.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Cinnamon Swirl French Toast - 289.2 calories, 7.7g protein, 9.7g fat, 45.7g carbs.",Cinnamon Swirl French Toast,False,False,True,True,{'balanced': True},"{'calories': 289.2, 'protein': 7.7, 'total_fat': 9.7, 'carbs': 45.7}",[]
List a low-sodium recipe under 373mg sodium.,"Peanut Butter and Jelly Sandwiches - 373.0mg sodium, 275.0 calories, 30 minutes prep time.",Peanut Butter and Jelly Sandwiches,True,False,True,False,"{'calories_max': 373.0, 'sodium_max': 373.0}","{'calories': 275.0, 'sodium': 373.0, 'duration': 30.0}",[]
List a low-sodium recipe under 792mg sodium.,"Chicken Breasts with Mushroom Sauce - 792.6mg sodium, 273.3 calories, 45 minutes prep time.",Chicken Breasts with Mushroom Sauce,True,False,True,False,"{'calories_max': 792.0, 'sodium_max': 792.0}","{'calories': 273.3, 'sodium': 792.6, 'duration': 45.0}",['mushroom sauce - 792']
Suggest a ingredients recipe under 104 calories.,"Baked Potatoes With Sour Cream - 104.0 calories, 1.7g protein, ready in 60 minutes.",Baked Potatoes With Sour Cream,True,False,True,False,{'calories_max': 104.0},"{'calories': 104.0, 'protein': 1.7, 'duration': 60.0}",['sour cream - 104']
Suggest a ingredients recipe around 568 calories.,"Chicken and Dumplings - 568.2 calories, 27.4g protein, ready in 80 minutes.",Chicken and Dumplings,True,False,True,False,"{'calories_min': 518.0, 'calories_max': 618.0}","{'calories': 568.2, 'protein': 27.4, 'duration': 80.0}",[]
Recommend a quick recipe that takes less than 50 minutes.,"Egg and Cheese Bagel Sandwich - Takes 45 minutes, 264.2 calories, serves 1.",Egg and Cheese Bagel Sandwich,False,False,True,True,{'duration_max': 50.0},"{'calories': 264.2, 'duration': 45.0, 'serves': 1}",[]
Recommend a high-fiber recipe with at least 5g fiber.,"Sausage and Pepper Pasta - 6.3g dietary fiber, 423.4 calories, 20.6g total carbs.",Sausage and Pepper Pasta,True,False,True,False,{'fiber_min': 5.0},"{'calories': 423.4, 'fiber': 6.3}",[]
Find a high-protein recipe with at least 17g protein.,"Veggie-Loaded Chicken and Sausage Casserole - 19.3g protein, 417.1 calories, 19.2g fat, 39.3g carbs.",Veggie,True,False,True,False,{'protein_min': 17.0},"{'calories': 417.1, 'protein': 19.3, 'total_fat': 19.2, 'carbs': 39.3}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken Stew With Sweet Potatoes - 263.3 calories, 19.0g protein, 4.3g fat, 44.8g carbs.",Chicken Stew With Sweet Potatoes,True,True,True,False,{'balanced': True},"{'calories': 263.3, 'protein': 19.0, 'total_fat': 4.3, 'carbs': 44.8}",['sweet potatoes - 263']
Suggest a ingredients recipe under 94 calories.,"Quick and Easy Chicken Alfredo - 94.3 calories, 5.4g protein, ready in 20 minutes.",Quick and Easy Chicken Alfredo,False,False,True,True,{'calories_max': 94.0},"{'calories': 94.3, 'protein': 5.4, 'duration': 20.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Balsamic Chicken - 357.7 calories, 46.3g protein, 14.2g fat, 2.7g carbs.",Balsamic Chicken,True,True,True,False,{'balanced': True},"{'calories': 357.7, 'protein': 46.3, 'total_fat': 14.2, 'carbs': 2.7}",[]
Suggest a ingredients recipe under 29 calories.,"Jalapeno and Cheddar Popcorn - 29.0 calories, 2.7g protein, ready in 25 minutes.",Jalapeno and Cheddar Popcorn,False,False,True,True,{'calories_max': 29.0},"{'calories': 29.0, 'protein': 2.7, 'duration': 25.0}",[]
Suggest a ingredients recipe around 640 calories.,"Fruit Punch - 640.5 calories, 0.3g protein, ready in 5 minutes.",Fruit Punch,True,False,True,False,"{'calories_min': 590.0, 'calories_max': 690.0}","{'calories': 640.5, 'protein': 0.3, 'duration': 5.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Pork Chops With Caramelized Apples - 362.2 calories, 35.9g protein, 13.6g fat, 29.6g carbs.",Pork Chops With Caramelized Apples,True,True,True,False,{'balanced': True},"{'calories': 362.2, 'protein': 35.9, 'total_fat': 13.6, 'carbs': 29.6}",['caramelized apples - 362']
Suggest a ingredients recipe under 394 calories.,"Easy Homemade Ice Cream - 394.2 calories, 2.8g protein, ready in 30 minutes.",Easy Homemade Ice Cream,False,False,True,True,{'calories_max': 394.0},"{'calories': 394.2, 'protein': 2.8, 'duration': 30.0}",[]
Recommend a high-fiber recipe with at least 1g fiber.,"Baked Cinnamon Apples - 1.1g dietary fiber, 85.8 calories, 21.8g total carbs.",Baked Cinnamon Apples,True,True,True,False,{'fiber_min': 1.0},"{'calories': 85.8, 'fiber': 1.1}",[]
Find a high-protein recipe with at least 65g protein.,"Italian Chicken Soup - 70.2g protein, 378.2 calories, 9.0g fat, 47.2g carbs.",Italian Chicken Soup,True,False,True,False,{'protein_min': 65.0},"{'calories': 378.2, 'protein': 70.2, 'total_fat': 9.0, 'carbs': 47.2}",[]
List a low-sodium recipe under 52mg sodium.,"Cheesy Potato Casserole - 38.4mg sodium, 286.7 calories, 60 minutes prep time.",Cheesy Potato Casserole,True,False,True,False,"{'calories_max': 52.0, 'sodium_max': 52.0}","{'calories': 286.7, 'sodium': 38.4, 'duration': 60.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Mushroom Risotto - 244.3 calories, 10.3g protein, 8.7g fat, 39.2g carbs.",Mushroom Risotto,True,True,True,False,{'balanced': True},"{'calories': 244.3, 'protein': 10.3, 'total_fat': 8.7, 'carbs': 39.2}",[]
Suggest a ingredients recipe under 201 calories.,"Peanut Butter Cookies - 201.0 calories, 2.3g protein, ready in 35 minutes.",Peanut Butter Cookies,True,False,True,False,{'calories_max': 201.0},"{'calories': 201.0, 'protein': 2.3, 'duration': 35.0}",[]
Find a high-protein recipe with at least 25g protein.,"Greek Yogurt and Honey Fruit Salad - 27.6g protein, 192.2 calories, 2.2g fat, 38.4g carbs.",Greek Yogurt and Honey Fruit Salad,False,False,True,True,{'protein_min': 25.0},"{'calories': 192.2, 'protein': 27.6, 'total_fat': 2.2, 'carbs': 38.4}",[]
List a low-sodium recipe under 263mg sodium.,"Homemade Popsicles - 241.6mg sodium, 88.7 calories, 10 minutes prep time.",Homemade Popsicles,True,True,True,False,"{'calories_max': 263.0, 'sodium_max': 263.0}","{'calories': 88.7, 'sodium': 241.6, 'duration': 10.0}",[]
List a low-sodium recipe under 186mg sodium.,"Fudge Ice Cream - 185.1mg sodium, 218.6 calories, 30 minutes prep time.",Fudge Ice Cream,True,False,True,False,"{'calories_max': 186.0, 'sodium_max': 186.0}","{'calories': 218.6, 'sodium': 185.1, 'duration': 30.0}",[]
Recommend a quick recipe that takes less than 55 minutes.,"Quick and Easy Pecan Pie - Takes 50 minutes, 475.0 calories, serves 8.",Quick and Easy Pecan Pie,False,False,True,True,{'duration_max': 55.0},"{'calories': 475.0, 'duration': 50.0, 'serves': 8}",[]
Recommend a high-fiber recipe with at least 3g fiber.,"Lemon Poppy Seed Muffins - 3.5g dietary fiber, 230.6 calories, 4.0g total carbs.",Lemon Poppy Seed Muffins,True,False,True,False,{'fiber_min': 3.0},"{'calories': 230.6, 'fiber': 3.5}",[]
List a low-sodium recipe under 399mg sodium.,"Jalapeno Poppers - 358.8mg sodium, 74.2 calories, 25 minutes prep time.",Jalapeno Poppers,True,True,True,False,"{'calories_max': 399.0, 'sodium_max': 399.0}","{'calories': 74.2, 'sodium': 358.8, 'duration': 25.0}",[]
Recommend a quick recipe that takes less than 100 minutes.,"Minted Lemonade - Takes 85 minutes, 200.9 calories, serves 1.",Minted Lemonade,True,True,True,False,{'duration_max': 100.0},"{'calories': 200.9, 'duration': 85.0, 'serves': 1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Black Bean Enchiladas - 399.4 calories, 22.3g protein, 22.3g fat, 33.8g carbs.",Chicken and Black Bean Enchiladas,True,True,True,False,{'balanced': True},"{'calories': 399.4, 'protein': 22.3, 'total_fat': 22.3, 'carbs': 33.8}",[]
List a low-sodium recipe under 260mg sodium.,"Honey Glazed Chicken - 240.9mg sodium, 278.9 calories, 60 minutes prep time.",Honey Glazed Chicken,True,False,True,False,"{'calories_max': 260.0, 'sodium_max': 260.0}","{'calories': 278.9, 'sodium': 240.9, 'duration': 60.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Asparagus Casserole - 274.0 calories, 23.8g protein, 17.0g fat, 5.6g carbs.",Chicken and Asparagus Casserole,True,True,True,False,{'balanced': True},"{'calories': 274.0, 'protein': 23.8, 'total_fat': 17.0, 'carbs': 5.6}",[]
Recommend a quick recipe that takes less than 45 minutes.,"Peanut Butter Fudge - Takes 30 minutes, 90.7 calories, serves 1.",Peanut Butter Fudge,True,True,True,False,{'duration_max': 45.0},"{'calories': 90.7, 'duration': 30.0, 'serves': 1}",[]
Recommend a quick recipe that takes less than 65 minutes.,"Sour Cream Pound Cake - Takes 55 minutes, 255.0 calories, serves 12.",Sour Cream Pound Cake,True,True,True,False,{'duration_max': 65.0},"{'calories': 255.0, 'duration': 55.0, 'serves': 12}",[]
Suggest a ingredients recipe around 1042 calories.,"Chicken and Rice Casserole - 1042.6 calories, 31.5g protein, ready in 65 minutes.",Chicken and Rice Casserole,True,False,True,False,"{'calories_min': 992.0, 'calories_max': 1092.0}","{'calories': 1042.6, 'protein': 31.5, 'duration': 65.0}",[]
List a low-sodium recipe under 130mg sodium.,"Bacon and Egg Salad - 110.7mg sodium, 252.6 calories, 10 minutes prep time.",Bacon and Egg Salad,True,False,True,False,"{'calories_max': 130.0, 'sodium_max': 130.0}","{'calories': 252.6, 'sodium': 110.7, 'duration': 10.0}",[]
Recommend a quick recipe that takes less than 250 minutes.,"Crock Pot Spaghetti Sauce - Takes 220 minutes, 288.6 calories, serves 8.",Crock Pot Spaghetti Sauce,True,False,True,False,{'duration_max': 250.0},"{'calories': 288.6, 'duration': 220.0, 'serves': 8}",[]
Suggest a ingredients recipe around 1025 calories.,"Mint Chocolate Chip Ice Cream - 1025.9 calories, 8.2g protein, ready in 65 minutes.",Mint Chocolate Chip Ice Cream,True,False,True,False,"{'calories_min': 975.0, 'calories_max': 1075.0}","{'calories': 1025.9, 'protein': 8.2, 'duration': 65.0}",[]
Suggest a ingredients recipe around 931 calories.,"Minted Cucumber Salad - 931.0 calories, 2.8g protein, ready in 15 minutes.",Minted Cucumber Salad,True,False,True,False,"{'calories_min': 881.0, 'calories_max': 981.0}","{'calories': 931.0, 'protein': 2.8, 'duration': 15.0}",[]
Suggest a ingredients recipe under 357 calories.,"Peanut Butter Cup Brownie Cookies - 357.2 calories, 4.4g protein, ready in 60 minutes.",Peanut Butter Cup Brownie Cookies,False,False,True,True,{'calories_max': 357.0},"{'calories': 357.2, 'protein': 4.4, 'duration': 60.0}",[]
Recommend a quick recipe that takes less than 27 minutes.,"Peanut Butter and Chocolate Chip Oatmeal Cookies - Takes 25 minutes, 150.4 calories, serves 2.",Peanut Butter and Chocolate Chip Oatmeal Cookies,False,False,True,True,{'duration_max': 27.0},"{'calories': 150.4, 'duration': 25.0, 'serves': 2}",[]
List a low-sodium recipe under 130mg sodium.,"Peanut Butter and Banana Sandwiches - 100.3mg sodium, 122.4 calories, 10 minutes prep time.",Peanut Butter and Banana Sandwiches,True,False,True,False,"{'calories_max': 130.0, 'sodium_max': 130.0}","{'calories': 122.4, 'sodium': 100.3, 'duration': 10.0}",[]
Suggest a ingredients recipe around 562 calories.,"Veggie Omelette - 562.8 calories, 43.4g protein, ready in 15 minutes.",Veggie Omelette,True,False,True,False,"{'calories_min': 512.0, 'calories_max': 612.0}","{'calories': 562.8, 'protein': 43.4, 'duration': 15.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Fruit and Nut Loaf - 257.6 calories, 4.7g protein, 4.9g fat, 39.0g carbs.",Fruit and Nut Loaf,False,False,True,True,{'balanced': True},"{'calories': 257.6, 'protein': 4.7, 'total_fat': 4.9, 'carbs': 39.0}",[]
Suggest a ingredients recipe under 129 calories.,"Chocolate Pudding Pie - 129.3 calories, 4.7g protein, ready in 30 minutes.",Chocolate Pudding Pie,True,False,True,False,{'calories_max': 129.0},"{'calories': 129.3, 'protein': 4.7, 'duration': 30.0}",[]
Suggest a ingredients recipe under 179 calories.,"Chicken and Sausage Gumbo - 179.4 calories, 13.8g protein, ready in 60 minutes.",Chicken and Sausage Gumbo,True,False,True,False,{'calories_max': 179.0},"{'calories': 179.4, 'protein': 13.8, 'duration': 60.0}",[]
Recommend a high-fiber recipe with at least 2g fiber.,"Chocolate Mousse - 3.0g dietary fiber, 245.9 calories, 20.0g total carbs.",Chocolate Mousse,True,True,True,False,{'fiber_min': 2.0},"{'calories': 245.9, 'fiber': 3.0}",[]
Find a high-protein recipe with at least 13g protein.,"Baked Potato - 14.8g protein, 214.3 calories, 2.8g fat, 49.8g carbs.",Baked Potato,True,True,True,False,{'protein_min': 13.0},"{'calories': 214.3, 'protein': 14.8, 'total_fat': 2.8, 'carbs': 49.8}",[]
Suggest a ingredients recipe under 181 calories.,"Peanut Butter and Jelly Sandwich - 181.4 calories, 1.7g protein, ready in 5 minutes.",Peanut Butter and Jelly Sandwich,True,False,True,False,{'calories_max': 181.0},"{'calories': 181.4, 'protein': 1.7, 'duration': 5.0}",[]
List a low-sodium recipe under 394mg sodium.,"Peanut Butter Balls - 374.3mg sodium, 86.2 calories, 30 minutes prep time.",Peanut Butter Balls,True,False,True,False,"{'calories_max': 394.0, 'sodium_max': 394.0}","{'calories': 86.2, 'sodium': 374.3, 'duration': 30.0}",[]
List a low-sodium recipe under 350mg sodium.,"Spiced Pear and Cranberry Muffins - 300.7mg sodium, 106.1 calories, 30 minutes prep time.",Spiced Pear and Cranberry Muffins,False,False,True,True,"{'calories_max': 350.0, 'sodium_max': 350.0}","{'calories': 106.1, 'sodium': 300.7, 'duration': 30.0}",[]
Recommend a quick recipe that takes less than 315 minutes.,"Gourmet Cheese Puffs - Takes 300 minutes, 54.6 calories, serves 1.",Gourmet Cheese Puffs,True,True,True,False,{'duration_max': 315.0},"{'calories': 54.6, 'duration': 300.0, 'serves': 1}",[]
Find a high-protein recipe with at least 35g protein.,"Gooey Peanut Butter Chocolate Chip Cookies - 40.1g protein, 560.4 calories, 12.0g fat, 85.4g carbs.",Gooey Peanut Butter Chocolate Chip Cookies,False,False,True,True,{'protein_min': 35.0},"{'calories': 560.4, 'protein': 40.1, 'total_fat': 12.0, 'carbs': 85.4}",[]
List a low-sodium recipe under 841mg sodium.,"Chicken Pot Pie - 810.7mg sodium, 457.4 calories, 55 minutes prep time.",Chicken Pot Pie,True,False,True,False,"{'calories_max': 841.0, 'sodium_max': 841.0}","{'calories': 457.4, 'sodium': 810.7, 'duration': 55.0}",[]
Recommend a high-fiber recipe with at least 2g fiber.,"Veggie Pizza - 3.1g dietary fiber, 267.1 calories, 53.6g total carbs.",Veggie Pizza,True,True,True,False,{'fiber_min': 2.0},"{'calories': 267.1, 'fiber': 3.1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Apple Salad - 230.8 calories, 18.6g protein, 17.5g fat, 2.7g carbs.",Chicken and Apple Salad,True,True,True,False,{'balanced': True},"{'calories': 230.8, 'protein': 18.6, 'total_fat': 17.5, 'carbs': 2.7}",[]
Suggest a balanced meal with moderate calories and good protein.,"Savory Chicken and Apple Stir-Fry - 219.4 calories, 22.4g protein, 5.1g fat, 18.3g carbs.",Savory Chicken and Apple Stir,False,False,True,True,{'balanced': True},"{'calories': 219.4, 'protein': 22.4, 'total_fat': 5.1, 'carbs': 18.3}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Spinach Fettuccine - 378.6 calories, 31.4g protein, 12.4g fat, 41.4g carbs.",Chicken and Spinach Fettuccine,False,False,True,True,{'balanced': True},"{'calories': 378.6, 'protein': 31.4, 'total_fat': 12.4, 'carbs': 41.4}",[]
Recommend a quick recipe that takes less than 75 minutes.,"Baked Chicken - Takes 70 minutes, 277.7 calories, serves 4.",Baked Chicken,True,True,True,False,{'duration_max': 75.0},"{'calories': 277.7, 'duration': 70.0, 'serves': 4}",[]
List a low-sodium recipe under 956mg sodium.,"Baked Chicken and Potatoes - 894.9mg sodium, 345.2 calories, 65 minutes prep time.",Baked Chicken and Potatoes,True,True,True,False,"{'calories_max': 956.0, 'sodium_max': 956.0}","{'calories': 345.2, 'sodium': 894.9, 'duration': 65.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Mushroom and Bacon Quiche - 351.1 calories, 17.1g protein, 21.6g fat, 17.7g carbs.",Mushroom and Bacon Quiche,False,False,True,True,{'balanced': True},"{'calories': 351.1, 'protein': 17.1, 'total_fat': 21.6, 'carbs': 17.7}",[]
Recommend a high-fiber recipe with at least 3g fiber.,"Cheddar Cheese Biscuits - 4.7g dietary fiber, 159.4 calories, 20.5g total carbs.",Cheddar Cheese Biscuits,True,False,True,False,{'fiber_min': 3.0},"{'calories': 159.4, 'fiber': 4.7}",[]
Suggest a ingredients recipe around 425 calories.,"Dad's Homemade Meatloaf - 425.1 calories, 21.9g protein, ready in 75 minutes.",Dad's Homemade Meatloaf,False,False,True,True,"{'calories_min': 375.0, 'calories_max': 475.0}","{'calories': 425.1, 'protein': 21.9, 'duration': 75.0}",[]
List a low-sodium recipe under 97mg sodium.,"Easy Beef Enchiladas - 86.3mg sodium, 355.9 calories, 35 minutes prep time.",Easy Beef Enchiladas,True,False,True,False,"{'calories_max': 97.0, 'sodium_max': 97.0}","{'calories': 355.9, 'sodium': 86.3, 'duration': 35.0}",[]
Recommend a quick recipe that takes less than 20 minutes.,"Easy and Quick Cinnamon Rolls - Takes 15 minutes, 90.9 calories, serves 1.",Easy and Quick Cinnamon Rolls,False,False,True,True,{'duration_max': 20.0},"{'calories': 90.9, 'duration': 15.0, 'serves': 1}",[]
Recommend a quick recipe that takes less than 40 minutes.,"Quick & Easy Chicken Quesadillas - Takes 35 minutes, 259.3 calories, serves 4.",Quick & Easy Chicken Quesadillas,False,False,True,True,{'duration_max': 40.0},"{'calories': 259.3, 'duration': 35.0, 'serves': 4}",[]
List a low-sodium recipe under 642mg sodium.,"Peanut Butter Cupcakes - 592.0mg sodium, 221.0 calories, 45 minutes prep time.",Peanut Butter Cupcakes,True,True,True,False,"{'calories_max': 642.0, 'sodium_max': 642.0}","{'calories': 221.0, 'sodium': 592.0, 'duration': 45.0}",[]
Recommend a quick recipe that takes less than 30 minutes.,"Easy Lemon Pound Cake - Takes 25 minutes, 290.7 calories, serves 12.",Easy Lemon Pound Cake,True,False,True,False,{'duration_max': 30.0},"{'calories': 290.7, 'duration': 25.0, 'serves': 12}",[]
Suggest a balanced meal with moderate calories and good protein.,"Lemon and Garlic Marinated Chicken - 253.6 calories, 32.8g protein, 18.3g fat, 0.1g carbs.",Lemon and Garlic Marinated Chicken,False,False,True,True,{'balanced': True},"{'calories': 253.6, 'protein': 32.8, 'total_fat': 18.3, 'carbs': 0.1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken Stuffed with Spinach and Feta - 270.0 calories, 19.6g protein, 20.1g fat, 2.7g carbs.",Chicken Stuffed with Spinach and Feta,False,False,True,True,{'balanced': True},"{'calories': 270.0, 'protein': 19.6, 'total_fat': 20.1, 'carbs': 2.7}",['spinach']
Suggest a ingredients recipe around 682 calories.,"Chicken With Cheddar Cheese Sauce - 682.5 calories, 45.6g protein, ready in 60 minutes.",Chicken With Cheddar Cheese Sauce,False,False,True,True,"{'calories_min': 632.0, 'calories_max': 732.0}","{'calories': 682.5, 'protein': 45.6, 'duration': 60.0}",['cheddar cheese sauce - 682']
Suggest a ingredients recipe around 3116 calories.,"The Best German Chocolate Cake - 3116.9 calories, 50.7g protein, ready in 110 minutes.",The Best German Chocolate Cake,False,False,True,True,"{'calories_min': 3066.0, 'calories_max': 3166.0}","{'calories': 3116.9, 'protein': 50.7, 'duration': 110.0}",[]
Recommend a quick recipe that takes less than 65 minutes.,"Quick and Easy Chicken and Pasta - Takes 60 minutes, 374.0 calories, serves 1.",Quick and Easy Chicken and Pasta,False,False,True,True,{'duration_max': 65.0},"{'calories': 374.0, 'duration': 60.0, 'serves': 1}",[]
List a low-sodium recipe under 1097mg sodium.,"Creamy Chicken & Rice Casserole - 1081.3mg sodium, 364.2 calories, 55 minutes prep time.",Creamy Chicken & Rice Casserole,True,True,True,False,"{'calories_max': 1097.0, 'sodium_max': 1097.0}","{'calories': 364.2, 'sodium': 1081.3, 'duration': 55.0}",[]
List a low-sodium recipe under 1298mg sodium.,"Spicy Chicken Sausage and Shrimp Jambalaya - 1295.9mg sodium, 288.8 calories, 30 minutes prep time.",Spicy Chicken Sausage and Shrimp Jambalaya,False,False,True,True,"{'calories_max': 1298.0, 'sodium_max': 1298.0}","{'calories': 288.8, 'sodium': 1295.9, 'duration': 30.0}",[]
Recommend a quick recipe that takes less than 40 minutes.,"Sweet Potato and Red Pepper Soup - Takes 30 minutes, 100.3 calories, serves 2.",Sweet Potato and Red Pepper Soup,True,False,True,False,{'duration_max': 40.0},"{'calories': 100.3, 'duration': 30.0, 'serves': 2}",[]
